Category,Topology,Source Framework,Precision,Inferred With,CPU,GPU,NPU
Natural Language Processing,gelectra-base-germanquad,pytorch,FP32,torch.compile,+,+,+
Image Classification,gernet_m,pytorch,FP32,torch.compile,+,+,+
Image Classification,gluon_inception_v3,pytorch,FP32,torch.compile,+,+,+
Image Classification,gluon_resnet50_v1b,pytorch,FP32,torch.compile,+,+,+
Image Classification,gluon_resnext50_32x4d,pytorch,FP32,torch.compile,+,+,+
Image Classification,gluon_senet154,pytorch,FP32,torch.compile,+,+,+
Image Classification,gluon_seresnext101_64x4d,pytorch,FP32,torch.compile,+,+,+
Image Classification,gmixer_24_224,pytorch,FP32,torch.compile,+,+,+
Image Classification,gmlp_s16_224,pytorch,FP32,torch.compile,+,+,+
Image Classification,googlenet,pytorch,FP32,torch.compile,+,+,
Large Language Model,gpt2,pytorch,FP32,torch.compile,+,+,+
Image Classification,halo2botnet50ts_256,pytorch,FP32,torch.compile,+,+,+
Image Classification,halonet50ts,pytorch,FP32,torch.compile,+,+,+
Image Classification,haloregnetz_b,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,Albert,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,Bert,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,Bert_large,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,BigBird,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,DistilBert,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,Longformer,pytorch,FP32,torch.compile,+,+,
Text to Speech,hifigan_v1,pytorch,FP32,torch.compile,+,+,+
Image Classification,hrnet_w32,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,ibert-roberta-base,pytorch,FP32,torch.compile,+,+,+
Video Processing ,IFRNet_GoPro,pytorch,FP32,torch.compile,+,+,+
Video Processing ,IFRNet_Vimeo90K,pytorch,FP32,torch.compile,+,+,+
Image Classification,ig_resnext101_32x8d,pytorch,FP32,torch.compile,+,+,+
Image Classification,inception_resnet_v2,pytorch,FP32,torch.compile,+,+,+
Image Classification,inception_v3,pytorch,FP32,torch.compile,+,+,+
Image Classification,inception_v4,pytorch,FP32,torch.compile,+,+,+
Image Classification,jx_nest_small,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,kcbert-base,pytorch,FP32,torch.compile,+,+,+
Object Detection,keypoint_rcnn_R_50_FPN_1x,pytorch,FP32,torch.compile,,+,
Object Detection,keypointrcnn_resnet50_fpn,pytorch,FP32,torch.compile,+,+,+
Image Classification,lambda_resnet50ts,pytorch,FP32,torch.compile,+,+,
Image Classification,lamhalobotnet50ts_256,pytorch,FP32,torch.compile,+,+,
Natural Language Processing,layoutlm-base-uncased,pytorch,FP32,torch.compile,+,+,+
Image to Image,LearningToPaint,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,led-base-16384,pytorch,FP32,torch.compile,+,+,+
Image Classification,legacy_senet154,pytorch,FP32,torch.compile,+,+,
Image Classification,legacy_seresnet34,pytorch,FP32,torch.compile,+,+,
Image Classification,legacy_seresnext50_32x4d,pytorch,FP32,torch.compile,+,+,
Natural Language Processing,legal-bert-base-uncased,pytorch,FP32,torch.compile,+,+,+
Particle Interaction,lennard_jones,pytorch,FP32,torch.compile,+,+,+
Image Classification,levit_128s.fb_dist_in1k,pytorch,FP32,torch.compile,+,+,+
Image Classification,levit_conv_128.fb_dist_in1k,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,longformer-base-4096,pytorch,FP32,torch.compile,+,+,
Image Classification,lraspp_mobilenet_v3_large,pytorch,FP32,torch.compile,+,+,+
Text Recognition,maml_omniglot,pytorch,FP32,torch.compile,+,+,+
Object Detection,mask_rcnn_R_50_C4_1x,pytorch,FP32,torch.compile,,+,
Object Detection,mask_rcnn_R_50_DC5_1x,pytorch,FP32,torch.compile,,+,
Object Detection,mask_rcnn_R_50_FPN,pytorch,FP32,torch.compile,,+,
Object Detection,mask_rcnn_R_50_FPN_1x,pytorch,FP32,torch.compile,,+,
Object Detection,mask_rcnn_R_50_FPN_3x,pytorch,FP32,torch.compile,,+,
Object Detection,mask_rcnn_R_50_FPN_3x_dconv_c3-c5,pytorch,FP32,torch.compile,,+,
Object Detection,mask_rcnn_R_50_FPN_noaug_1x,pytorch,FP32,torch.compile,,+,
Object Detection,maskrcnn_resnet50_fpn,pytorch,FP32,torch.compile,+,+,+
Object Detection,maskrcnn_resnet50_fpn_v2,pytorch,FP32,torch.compile,+,+,+
Image Classification,maxvit_rmlp_small_rw_224.sw_in1k,pytorch,FP32,torch.compile,+,+,+
Image Classification,maxvit_t,pytorch,FP32,torch.compile,+,+,+
Image Classification,maxxvit_rmlp_small_rw_256.sw_in1k,pytorch,FP32,torch.compile,+,+,+
Image Classification,maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k,pytorch,FP32,torch.compile,+,+,+
Action Recognition,mc3_18,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,minilm-uncased-squad2,pytorch,FP32,torch.compile,+,+,+
Image Classification,mixer_b16_224_miil,pytorch,FP32,torch.compile,+,+,+
Image Classification,mixer_l16_224_in21k,pytorch,FP32,torch.compile,+,+,+
Image Classification,mnasnet0_5,pytorch,FP32,torch.compile,+,+,+
Image Classification,mnasnet0_75,pytorch,FP32,torch.compile,+,+,+
Image Classification,mnasnet1_0,pytorch,FP32,torch.compile,+,+,+
Image Classification,mnasnet1_3,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,mobilebert-uncased,pytorch,FP32,torch.compile,+,+,+
Object Detection,mobilenet_v2,pytorch,FP32,torch.compile,+,+,+
Object Detection,mobilenet_v3_large,pytorch,FP32,torch.compile,+,+,+
Object Detection,mobilenet_v3_small,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,mpnet-base,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,mt5-small-sum-de-en-v2,pytorch,FP32,torch.compile,+,+,+
Video Classification,mvit_v1_b,pytorch,FP32,torch.compile,+,+,+
Video Classification,mvit_v2_s,pytorch,FP32,torch.compile,+,+,+
Video Classification,mvitv2_small,pytorch,FP32,torch.compile,+,+,+
Image Classification,nf_regnet_b1,pytorch,FP32,torch.compile,+,+,+
Image Classification,nf_resnet50,pytorch,FP32,torch.compile,+,+,+
Image Classification,nfnet_l0,pytorch,FP32,torch.compile,+,+,+
Recommender,nvidia_deeprecommender,pytorch,FP32,torch.compile,+,+,+
Panoptic Segmentation,panoptic_fpn_R_101_dconv_cascade_gn_3x,pytorch,FP32,torch.compile,,+,
Panoptic Segmentation,panoptic_fpn_R_50_1x,pytorch,FP32,torch.compile,,+,
Image Classification,phlippe_densenet,pytorch,FP32,torch.compile,+,+,+
Image Classification,phlippe_resnet,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,phobert-base,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,prot_bert,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,PubChem10M_SMILES_BPE_396_250,pytorch,FP32,torch.compile,+,+,+
Image Classification,pvt_v2_b3,pytorch,FP32,torch.compile,+,+,+
Ocean Simulator,pyhpc_equation_of_state,pytorch,FP32,torch.compile,+,+,+
Ocean Simulator,pyhpc_turbulent_kinetic_energy,pytorch,FP32,torch.compile,+,+,+
Image to Image,pytorch_CycleGAN_and_pix2pix,pytorch,FP32,torch.compile,+,+,+
Image to Image,pytorch_stargan,pytorch,FP32,torch.compile,+,+,+
Video Classification,r2plus1d_18,pytorch,FP32,torch.compile,+,+,+
Video Classification,r3d_18,pytorch,FP32,torch.compile,+,+,+
Movement Prediction,raft_large,pytorch,FP32,torch.compile,+,+,+
Movement Prediction,raft_small,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_x_1_6gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_x_16gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_x_3_2gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_x_32gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_x_400mf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_x_800mf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_x_8gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_y_1_6gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_y_128gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_y_16gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_y_3_2gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_y_32gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_y_400mf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_y_800mf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnet_y_8gf,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnetv_040,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnetx_032,pytorch,FP32,torch.compile,+,+,+
Image Classification,RegNetX_32GF_dds_8gpu,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnety_080,pytorch,FP32,torch.compile,+,+,+
Image Classification,regnetz_b16,pytorch,FP32,torch.compile,+,+,+
Image Classification,repvgg_b3,pytorch,FP32,torch.compile,+,+,+
Image Classification,repvgg_b3.rvgg_in1k,pytorch,FP32,torch.compile,+,+,+
Image Classification,res2net50_26w_4s,pytorch,FP32,torch.compile,+,+,+
Image Classification,res2next50,pytorch,FP32,torch.compile,+,+,+
Image Classification,resmlp_12_224.fb_distilled_in1k,pytorch,FP32,torch.compile,+,+,+
Image Classification,resmlp_12_distilled_224,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnest200e,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnest50d_4s2x40d,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnet101,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnet152,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnet18,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnet34,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnet50,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnet50d,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnetaa50,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnetrs200,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnext101_32x8d,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnext101_64x4d,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnext50_32x4d,pytorch,FP32,torch.compile,+,+,+
Object Detection,retinanet_resnet50_fpn,pytorch,FP32,torch.compile,+,+,+
Object Detection,retinanet_resnet50_fpn_v2,pytorch,FP32,torch.compile,+,+,+
Image Classification,rexnet_130,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,roberta-base,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,roberta-base-MRPC,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,roberta-large,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,roformer_chinese_base,pytorch,FP32,torch.compile,+,+,+
Video Classification,s3d,pytorch,FP32,torch.compile,+,+,+
Image Classification,sebotnet33ts_256,pytorch,FP32,torch.compile,+,+,+
Image Classification,sehalonet33ts,pytorch,FP32,torch.compile,+,+,+
Image Classification,selecsls42b,pytorch,FP32,torch.compile,+,+,+
Image Classification,sequencer2d_m,pytorch,FP32,torch.compile,+,+,+
Image Classification,seresnet50,pytorch,FP32,torch.compile,+,+,+
Image Classification,seresnext50_32x4d,pytorch,FP32,torch.compile,+,+,+
Image Classification,shufflenet_v2_x0_5,pytorch,FP32,torch.compile,+,+,+
Image Classification,shufflenet_v2_x1_0,pytorch,FP32,torch.compile,+,+,
Image Classification,shufflenet_v2_x1_5,pytorch,FP32,torch.compile,+,+,+
Image Classification,shufflenet_v2_x2_0,pytorch,FP32,torch.compile,+,+,+
Image Classification,simmim_swin_transformer,pytorch,FP32,torch.compile,+,+,+
Image Classification,skresnet34,pytorch,FP32,torch.compile,+,+,+
Image Classification,skresnext50_32x4d,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,small-base,pytorch,FP32,torch.compile,+,+,
Speech Recognition,speech_transformer,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,splinter-base,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,squeezebert-uncased,pytorch,FP32,torch.compile,+,+,+
Image Classification,squeezenet1_0,pytorch,FP32,torch.compile,+,+,
Image Classification,squeezenet1_1,pytorch,FP32,torch.compile,+,+,
Object Detection,ssd300_vgg16,pytorch,FP32,torch.compile,+,+,+
Object Detection,ssdlite320_mobilenet_v3_large,pytorch,FP32,torch.compile,+,+,+
Image Classification,ssl_resnext101_32x8d,pytorch,FP32,torch.compile,+,+,+
Object Detection,stacked_hourglass,pytorch,FP32,torch.compile,+,+,+
Video Processing ,Super_SloMo,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin_b,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin_base_patch4_window7_224,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin_s,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin_t,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin_tiny_patch4_window7_224,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin_tiny_patch4_window7_224.ms_in1k,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin_v2_b,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin_v2_s,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin_v2_t,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin3d_b,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin3d_s,pytorch,FP32,torch.compile,+,+,+
Image Classification,swin3d_t,pytorch,FP32,torch.compile,+,+,+
Image Classification,swsl_resnet50,pytorch,FP32,torch.compile,+,+,+
Image Classification,swsl_resnext101_32x4d,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,t5-small,pytorch,FP32,torch.compile,+,+,+
Image Classification,tf_inception_v3,pytorch,FP32,torch.compile,+,+,+
Image Classification,nfnet,pytorch,FP32,torch.compile,+,+,
Image Classification,regnet,pytorch,FP32,torch.compile,+,+,+
Image Classification,resnest,pytorch,FP32,torch.compile,+,+,+
Image Classification,vovnet,pytorch,FP32,torch.compile,+,+,
Natural Language Processing,tiny_sd_text_encoder,pytorch,FP32,torch.compile,+,+,+
Image Generation,tiny_sd_unet,pytorch,FP32,torch.compile,+,+,+
Image Generation,tiny_sd_vae_encoder,pytorch,FP32,torch.compile,+,+,+
Text to Speech,tts_angular,pytorch,FP32,torch.compile,+,+,+
Image Classification,tv_densenet121,pytorch,FP32,torch.compile,+,+,+
Image Classification,tv_resnet50,pytorch,FP32,torch.compile,+,+,+
Image Classification,twins_pcpvt_base,pytorch,FP32,torch.compile,+,+,+
Image Classification,twins_pcpvt_large,pytorch,FP32,torch.compile,+,+,+
Image Classification,twins_pcpvt_small,pytorch,FP32,torch.compile,+,+,+
Image Classification,twins_svt_base,pytorch,FP32,torch.compile,+,+,+
Image Classification,twins_svt_large,pytorch,FP32,torch.compile,+,+,+
Image Classification,twins_svt_small,pytorch,FP32,torch.compile,+,+,+
Image Classification,vgg11,pytorch,FP32,torch.compile,+,+,+
Image Classification,vgg11_bn,pytorch,FP32,torch.compile,+,+,+
Image Classification,vgg13,pytorch,FP32,torch.compile,+,+,+
Image Classification,vgg13_bn,pytorch,FP32,torch.compile,+,+,+
Image Classification,vgg16,pytorch,FP32,torch.compile,+,+,+
Image Classification,vgg16_bn,pytorch,FP32,torch.compile,+,+,+
Image Classification,vgg19,pytorch,FP32,torch.compile,+,+,+
Image Classification,vgg19_bn,pytorch,FP32,torch.compile,+,+,+
Image Classification,visformer_small,pytorch,FP32,torch.compile,+,+,+
Image Classification,vision_maskrcnn,pytorch,FP32,torch.compile,+,+,+
Image Classification,vit_b_16,pytorch,FP32,torch.compile,+,+,+
Image Classification,vit_b_32,pytorch,FP32,torch.compile,+,+,+
Image Classification,vit_h_14,pytorch,FP32,torch.compile,+,+,+
Image Classification,vit_l_16,pytorch,FP32,torch.compile,+,+,+
Image Classification,vit_l_32,pytorch,FP32,torch.compile,+,+,+
Image Classification,wide_resnet101_2,pytorch,FP32,torch.compile,+,+,+
Image Classification,wide_resnet50_2,pytorch,FP32,torch.compile,+,+,+
Image Classification,xception,pytorch,FP32,torch.compile,+,+,+
Image Classification,xception65,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,xlm-roberta-base,pytorch,FP32,torch.compile,+,+,+
Natural Language Processing,xlnet-base-cased,pytorch,FP32,torch.compile,+,+,
Object Detection,yolo11,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5l,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5l6,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5m,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5m6,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5n,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5n6,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5s,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5s6,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5x,pytorch,FP32,torch.compile,+,+,+
Object Detection,yolov5x6,pytorch,FP32,torch.compile,+,+,+
Large Language Model,DLRM,onnx,FP32,OpenVINO,+,+,+
Natural Language Processing,bert-base-cased,paddle,FP32,OpenVINO,+,+,+
Object Detection,centernet-hg104,tf2,FP32,OpenVINO,+,+,
Object Detection,centernet-resnet,tf,FP32,OpenVINO,+,+,
Audio,data2vec2-base,onnx,FP32,OpenVINO,+,+,+
Semantic Segmentation,deeplab-v3p-resnet50-os8,paddle,FP32,OpenVINO,+,+,
Click-Through Rate (CTR) Prediction,dien,tf,FP32,OpenVINO,+,+,
"Image Processing, Enhancement ",ebgan,tf,FP32,OpenVINO,+,+,
Object Detection,facial-landmarks-98-detection-0001,onnx,FP32,OpenVINO,+,+,+
Image to Image,fast-neural-style-mosaic,onnx,FP32,OpenVINO,+,+,+
Audio,intel_dns,onnx,FP32,OpenVINO,+,+,+
Object Detection,mask-rcnn-resnet50-fpn,onnx,FP32,OpenVINO,+,,
Object Detection,mobilenet-v2,paddle,FP32,OpenVINO,+,+,+
Object Detection,mobilenet-v2-1.0-224,tf2,FP32,OpenVINO,+,+,+
Object Detection,mobilenet-v3-large-1.0-224,paddle,FP32,OpenVINO,+,+,+
Object Detection,pp-ocr-det,paddle,FP32,OpenVINO,+,+,+
Object Detection,pp-ocr-rec,paddle,FP32,OpenVINO,+,+,+
Object Detection,pp-yolo,paddle,FP32,OpenVINO,+,,
Image Classification,resnet-50,paddle,FP32,OpenVINO,+,+,+
Image Classification,resnet-v1.5-50,tf,FP32,OpenVINO,+,+,+
Image Classification,retinanet,tf,FP32,OpenVINO,+,,
Audio,rnnt_encoder,onnx,FP32,OpenVINO,+,,+
Audio,rnnt_joint,onnx,FP32,OpenVINO,+,+,+
Audio,rnnt_prediction,onnx,FP32,OpenVINO,+,+,+
Image Classification,squeezenet1.1,tf,FP32,OpenVINO,+,+,+
Object Detection,ssdlite-mobilenet-v3-small-320-coco,paddle,FP32,OpenVINO,+,+,
Image Generation,stable-diffusion-v1-4-text-encoder,onnx,FP32,OpenVINO,+,+,+
Image Generation,stable-diffusion-v1-4-unet,onnx,FP32,OpenVINO,+,+,
Image Generation,stable-diffusion-v1-4-vae-decoder,onnx,FP32,OpenVINO,+,+,+
Image Generation,stable-diffusion-v1-4-vae-encoder,onnx,FP32,OpenVINO,+,+,+
Object Detection,yolo-v3,tf,FP32,OpenVINO,+,+,+
Object Detection,yolo_v3_tiny,onnx,FP32,OpenVINO,+,+,+
Object Detection,yolo_v3_tiny,tf,FP32,OpenVINO,+,+,+
Object Detection,centernet-hg104,tf2,FP16,OpenVINO,+,+,
Object Detection,centernet-resnet,tf,FP16,OpenVINO,+,+,
Audio,data2vec2-base,onnx,FP16,OpenVINO,+,+,+
Semantic Segmentation,deeplab-v3p-resnet50-os8,paddle,FP16,OpenVINO,+,+,
Click-Through Rate (CTR) Prediction,dien,tf,FP16,OpenVINO,+,+,
"Image Processing, Enhancement ",ebgan,tf,FP16,OpenVINO,+,+,
Object Detection,facial-landmarks-98-detection-0001,onnx,FP16,OpenVINO,+,+,+
Image to Image,fast-neural-style-mosaic,onnx,FP16,OpenVINO,+,+,+
Audio,intel_dns,onnx,FP16,OpenVINO,+,+,+
Object Detection,mask-rcnn-resnet50-fpn,onnx,FP16,OpenVINO,+,,
Object Detection,mobilenet-v2,paddle,FP16,OpenVINO,+,+,+
Object Detection,mobilenet-v2-1.0-224,tf2,FP16,OpenVINO,+,+,+
Object Detection,mobilenet-v3-large-1.0-224,paddle,FP16,OpenVINO,+,+,+
Object Detection,pp-ocr-det,paddle,FP16,OpenVINO,+,+,+
Object Detection,pp-ocr-rec,paddle,FP16,OpenVINO,+,+,+
Object Detection,pp-yolo,paddle,FP16,OpenVINO,+,,
Image Classification,resnet-50,paddle,FP16,OpenVINO,+,+,+
Image Classification,resnet-v1.5-50,tf,FP16,OpenVINO,+,+,+
Image Classification,retinanet,tf,FP16,OpenVINO,+,,
Audio,rnnt_encoder,onnx,FP16,OpenVINO,+,,+
Audio,rnnt_joint,onnx,FP16,OpenVINO,+,+,+
Audio,rnnt_prediction,onnx,FP16,OpenVINO,+,+,+
Image Classification,squeezenet1.1,tf,FP16,OpenVINO,+,+,+
Object Detection,ssdlite-mobilenet-v3-small-320-coco,paddle,FP16,OpenVINO,+,+,
Image Generation,stable-diffusion-v1-4-text-encoder,onnx,FP16,OpenVINO,+,+,+
Image Generation,stable-diffusion-v1-4-unet,onnx,FP16,OpenVINO,+,+,
Image Generation,stable-diffusion-v1-4-vae-decoder,onnx,FP16,OpenVINO,+,+,+
Image Generation,stable-diffusion-v1-4-vae-encoder,onnx,FP16,OpenVINO,+,+,+
Object Detection,yolo-v3,tf,FP16,OpenVINO,+,+,+
Object Detection,yolo_v3_tiny,onnx,FP16,OpenVINO,+,+,+
Object Detection,yolo_v3_tiny,tf,FP16,OpenVINO,+,+,+
Natural Language Processing,bert-base-cased,paddle,INT8,OpenVINO,+,+,+
Semantic Segmentation,deeplab-v3p-resnet50-os8,paddle,INT8,OpenVINO,+,+,
Image to Image,fast-neural-style-mosaic,onnx,INT8,OpenVINO,+,+,+
Audio,intel_dns,onnx,INT8,OpenVINO,+,+,+
Object Detection,mobilenet-v2,paddle,INT8,OpenVINO,+,+,+
Object Detection,mobilenet-v2-1.0-224,tf2,INT8,OpenVINO,+,+,+
Object Detection,mobilenet-v3-large-1.0-224,paddle,INT8,OpenVINO,+,+,+
Object Detection,pp-ocr-det,paddle,INT8,OpenVINO,+,+,+
Object Detection,pp-ocr-rec,paddle,INT8,OpenVINO,+,+,+
Object Detection,pp-yolo,paddle,INT8,OpenVINO,+,,
Image Classification,resnet-50,paddle,INT8,OpenVINO,+,+,+
Image Classification,resnet-v1.5-50,tf,INT8,OpenVINO,+,+,+
Image Classification,retinanet,tf,INT8,OpenVINO,+,+,
Image Classification,squeezenet1.1,tf,INT8,OpenVINO,+,+,+
Object Detection,yolo_v3_tiny,onnx,INT8,OpenVINO,+,+,+
Object Detection,yolo_v3_tiny,tf,INT8,OpenVINO,+,+,+
Large Language Model,MarianCausalLM,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Pegasus-7b-slerp,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Aquila-7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Aquila2-7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,AquilaChat-7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,AquilaChat2-7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,GPT2Neo1.3BPoints,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,pythia-1.4b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,pythia-12b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,pythia-14m,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,pythia-160m,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,pythia-1b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,pythia-2.8b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,pythia-410m,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,pythia-6.9b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,pythia-70m,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,zephyr-7b-beta,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,neural-chat-7b-v1-1,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,neural-chat-7b-v3-3,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,CodeQwen1.5-7B-Chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Qwen1.5-0.5B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Qwen1.5-0.5B-Chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Qwen1.5-1.8B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Qwen1.5-1.8B-Chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Qwen1.5-4B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Qwen1.5-4B-Chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Qwen1.5-7B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Qwen1.5-7B-Chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,codegen-2B-multi,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,codegen-350M-mono,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,codegen2-1B_P,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,WizardMath-7B-V1.1,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,MindChat-Qwen2-4B,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,persimmon-8b-chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,Baichuan2-7B-Chat,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,bloom-560m,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,bloomz-1b1,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,bloomz-3b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,bloomz-7b1-mt,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,opt-1.3b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,opt-2.7b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,codegemma-1.1-2b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,codegemma-1.1-7b-it,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,codegemma-2b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,codegemma-7b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,gemma-1.1-2b-it,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,gemma-1.1-7b-it,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,gemma-2b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,gemma-2b-it,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,gemma-7b,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,gemma-7b-it,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,granite-3b-code-base,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,granite-3b-code-instruct,pytorch,INT4,Optimum Intel,+,+,
Large Language Model,internlm2-1_8b,pytorch,INT4,Optimum Intel,+,,
Large Language Model,internlm2-7b,pytorch,INT4,Optimum Intel,+,,
Large Language Model,internlm2-chat-1_8b,pytorch,INT4,Optimum Intel,+,,
